Ticker,Dividend Yield (%),Price/Earnings,Price/Cash Flow,Average Market Cap ($ mil),3-year Annualized Return vs. S&P500,Outperform / Underperform
HLQVX,0.77,13.96,9.26,26609,-6.210000000000001,0
SOPYX,0.96,20.5,15.87,153878,-2.6100000000000008,0
ECMGX,0.95,22.34,14.67,3802,-2.8100000000000005,0
CGWRX,1.69,28.51,21.99,227999,6.5,1
CVERX,0.8,17.33,12.73,17304,-4.750000000000001,0
USLUX,0.86,23.54,11.89,54907,-5.580000000000001,0
IATCX,1.79,49.06,29.76,92797,7.080000000000003,1
CRRYX,0.6,15.2,7.36,2692,-5.9700000000000015,0
TSMVX,0.64,14.4,8.56,6211,-6.130000000000001,0
JGRQX,2.34,28.5,17.17,4844,15.46,1
DCLVX,0.51,16.45,11.66,70179,-9.31,0
LCLAX,2.59,31.38,18.63,21902,19.72,1
PMBSX,1.45,23.06,20.49,22908,2.02,1
VLCAX,1.32,23.06,16.93,167140,2.8099999999999987,1
MMEYX,0.42,13.82,4.68,592,-9.53,0
OBSOX,1.46,20.22,15.81,2604,4.809999999999999,1
SDVAX,0.72,14.39,10.48,35808,-6.840000000000002,0
BRWIX,1.49,29.75,18.91,21955,4.34,1
OAYMX,0.91,15.29,9.81,64126,-5.4,0
IJMIX,0.53,16.46,9.4,14588,-7.700000000000001,0
LBRIX,0.94,20.5,15.87,153878,-3.1700000000000017,0
VYSGX,0.75,16.44,9.68,3045,-5.2200000000000015,0
TCVIX,0.58,16.38,10.0,10632,-7.260000000000002,0
MAMVX,0.52,18.0,9.74,12153,-7.450000000000001,0
NMANX,1.76,40.69,24.44,19946,7.43,1
CUHIX,0.86,19.92,14.35,30011,-3.0900000000000007,0
KDHAX,0.51,13.27,10.43,46523,-7.820000000000001,0
VSGIX,1.72,31.65,20.54,6780,8.96,1
VADRX,0.96,18.96,10.3,27300,-2.87,0
RSEFX,0.37,15.94,10.74,1231,-8.430000000000001,0
IAXSX,1.73,32.6,24.25,21751,7.07,1
JVLCX,0.44,15.12,9.83,59415,-10.56,0
PYVLX,0.63,17.92,13.34,90212,-5.7200000000000015,0
BIRIX,1.32,23.3,17.71,102302,2.539999999999999,1
RUNTX,0.85,15.52,8.69,1762,-3.1700000000000013,0
WGICX,2.78,30.72,17.52,1264,24.44,1
MXHAX,0.65,16.23,9.79,59992,-6.290000000000001,0
MLUNX,0.48,16.03,10.15,16957,-9.23,0
IMCEX,2.22,36.12,25.83,21262,13.47,1
HRMDX,0.79,17.99,8.92,7898,-5.760000000000002,0
BMPEX,0.74,15.76,6.4,18154,-4.130000000000001,0
LOMGX,1.93,41.07,25.53,21749,9.46,1
CHCCX,1.99,35.66,24.79,9057,10.299999999999997,1
VYCCX,0.98,17.42,11.48,134945,-2.08,0
PSVDX,0.3,9.88,3.79,1441,-12.25,0
MXNSX,0.85,17.19,7.02,1550,-2.1900000000000013,0
FVSKX,0.81,13.55,7.81,9953,-4.670000000000001,0
RSEGX,1.8,28.57,19.44,3914,7.3900000000000015,1
PQMQX,0.35,16.61,11.82,54474,-11.36,0
CFAGX,1.44,27.31,20.42,16478,4.940000000000001,1
AZSCX,0.61,15.61,9.5,744,-5.750000000000001,0
LMPSX,2.01,34.29,18.57,4898,12.729999999999995,1
TFCGX,2.79,33.64,20.93,2621,24.42,1
HFMCX,1.39,21.48,14.48,7715,2.459999999999999,1
HMDFX,1.42,21.48,14.48,7715,3.2399999999999984,1
TCVAX,0.54,16.38,10.0,10632,-8.05,0
BRSSX,0.78,15.93,8.75,3031,-4.410000000000001,0
GINDX,0.71,19.92,11.08,62441,-5.760000000000002,0
HDGSX,0.86,17.56,13.32,127421,-4.050000000000002,0
IGOWX,1.64,34.63,25.13,170202,6.370000000000001,1
MCMAX,1.03,24.8,17.3,7057,-2.460000000000001,0
AELSX,1.54,32.82,24.86,6298,5.9899999999999975,1
ABCRX,0.95,19.37,14.26,153064,-2.120000000000001,0
TALCX,0.43,18.17,13.24,96739,-9.45,0
JSVUX,0.53,11.61,5.12,1593,-6.490000000000001,0
VSSBX,0.91,12.44,5.98,1673,-3.7600000000000007,0
MMSCX,0.84,17.95,9.51,1928,-2.1700000000000017,0
TOCQX,0.98,22.51,16.0,162786,-2.42,0
PNERX,0.38,17.71,13.29,71732,-10.61,0
VYMQX,0.68,17.13,10.0,7018,-5.9300000000000015,0
FAOFX,3.09,34.01,24.31,109049,28.84,1
VHDIX,0.72,16.83,10.7,41527,-4.69,0
WSHCX,0.82,18.07,12.6,117267,-4.7200000000000015,0
PGODX,2.01,36.19,25.46,320423,10.9,1
PKARX,0.48,13.39,7.1,2203,-8.97,0
USGLX,1.87,32.31,25.95,151131,8.560000000000002,1
BRSYX,0.83,15.93,8.75,3031,-3.2100000000000013,0
TQAAX,1.37,25.95,17.56,5890,2.16,1
VYMSX,0.7,17.13,10.0,7018,-5.420000000000001,0
HLSCX,1.36,23.15,19.27,160184,-6.290000000000001,0
WAMFX,0.98,20.95,15.6,15115,-2.5700000000000003,0
SSHVX,0.64,17.92,11.09,44291,-7.300000000000002,0
MMMMX,0.42,13.82,4.68,592,-9.15,0
LMOFX,2.04,11.62,8.05,18136,8.639999999999997,1
POGAX,1.99,36.19,25.46,320423,10.32,1
AMVYX,0.57,16.02,10.15,16969,-7.120000000000001,0
BRLVX,0.36,14.08,7.53,38353,-10.23,0
RIVSX,1.3,16.12,11.45,1942,3.799999999999999,1
MDVWX,0.73,16.75,13.23,98661,-5.32,0
FLVEX,0.66,15.76,10.6,54643,-5.8100000000000005,0
LBFIX,2.61,31.38,18.63,21902,20.38,1
JSVSX,0.52,15.82,8.18,3582,-8.170000000000002,0
PEIYX,0.83,16.32,11.99,77240,-3.810000000000001,0
BTSMX,0.89,20.1,14.47,8611,-2.930000000000001,0
VEVYX,0.83,17.29,10.62,12107,-3.94,0
JGRTX,1.49,23.75,17.59,15538,2.8999999999999986,1
MWMZX,1.35,17.44,13.68,61942,2.1599999999999984,1
EPGCX,1.9,27.85,23.38,142943,9.12,1
THBIX,1.17,16.99,8.7,810,2.229999999999998,1
HIAGX,1.36,23.15,19.27,160184,2.6999999999999997,1
STCAX,1.85,33.84,24.67,297428,7.93,1
FDEIX,0.91,16.13,11.33,98673,-3.4200000000000013,0
CSSZX,0.67,15.49,8.41,3587,-6.48,0
CLSUX,1.79,21.81,19.38,83277,8.990000000000002,1
FRCSX,0.7,15.76,7.77,2622,-4.7200000000000015,0
LSHCX,1.13,16.85,11.57,4115,-4.73,0
MSAIX,0.56,16.47,8.51,8462,-9.19,0
DCGVX,0.59,16.29,12.37,49047,-8.610000000000001,0
LSCRX,0.42,14.78,8.07,2711,-8.850000000000003,0
IAUYX,0.38,16.81,9.07,52107,-7.57,0
NMCIX,1.6,32.42,23.26,21313,5.01,1
FASPX,0.75,13.55,7.81,9953,-5.990000000000001,0
VYMRX,0.64,17.13,10.0,7018,-6.94,0
GLCRX,1.49,27.62,19.82,169369,3.92,1
HDPMX,0.77,16.0,6.22,3976,-9.57,0
HRMGX,2.45,40.95,24.28,20961,16.349999999999998,1
HFDSX,0.77,20.73,15.47,13829,-5.17,0
TQSMX,0.93,19.64,12.93,6464,-2.9200000000000013,0
DHPAX,0.53,15.55,10.63,8933,-8.47,0
NDVVX,0.87,14.56,7.14,3101,-3.4400000000000013,0
SNWIX,0.89,11.05,6.57,2755,-6.000000000000001,0
QDVAX,0.48,13.51,8.63,72236,-8.06,0
WPSGX,1.68,27.95,22.31,100343,5.939999999999998,1
PMFMX,0.85,19.67,11.59,6301,-3.25,0
CSCCX,0.94,22.31,14.8,3715,-2.6900000000000004,0
NEAMX,0.31,18.5,12.56,113485,-10.59,0
CLIFX,0.87,14.24,5.46,8134,-3.200000000000001,0
FMIQX,0.89,20.78,12.64,60666,-3.6700000000000013,0
GCCEX,0.51,18.2,10.08,28806,-9.490000000000002,0
WENRX,2.31,52.91,29.36,29536,14.22,1
RWMFX,0.9,18.07,12.6,117267,-2.630000000000001,0
PYODX,1.45,25.71,19.49,180471,3.78,1
PSGCX,2.29,38.95,27.86,6245,14.189999999999998,1
DGEFX,0.39,13.79,8.66,82092,-8.22,0
ASQGX,0.78,16.28,7.73,2529,-4.210000000000001,0
IASCX,0.73,16.41,9.68,3049,-5.8100000000000005,0
MSSMX,3.97,63.48,55.74532297249879,2789,49.73,1
ZVNBX,3.68,92.74,37.59,67296,33.870000000000005,1
CICCX,0.86,20.09,14.57,165629,-4.510000000000002,0
WDSAX,0.6,14.45,7.55,2159,-5.23,0
MDKYX,0.87,19.65,11.6,6298,-2.8300000000000014,0
LEISX,0.55,20.69,12.91,56490,-8.33,0
MMQTX,0.69,16.97,9.44,2456,-7.31,0
RMFCX,0.68,18.18,12.53,101581,-5.380000000000001,0
ATIYX,0.66,11.38,4.54,3271,-5.760000000000002,0
TGVYX,1.84,27.35,22.48,143945,8.349999999999998,1
DCGTX,2.47,52.83,33.88,7927,18.07,1
ABCAX,0.93,19.37,14.26,153064,-2.8400000000000007,0
FIDLX,0.94,16.11,11.34,97490,-2.860000000000001,0
HNMDX,0.81,17.99,8.92,7898,-5.260000000000002,0
FDMLX,0.7,9.45,4.92,7762,-4.12,0
FLCSX,0.92,16.12,11.35,98240,-3.08,0
PRNHX,2.47,52.99,29.98,14707,17.179999999999996,1
GGCRX,1.79,31.12,26.97,227189,7.719999999999999,1
PFDAX,0.72,17.31,10.88,4904,-5.6400000000000015,0
FDFFX,1.42,32.43,23.49,205972,2.17,1
SDFSX,0.75,18.18,10.71,4723,-4.65,0
PMJIX,0.69,13.47,4.15,1830,-3.8300000000000014,0
CUURX,0.54,13.68,6.67,1315,-7.5,0
HSPGX,1.52,22.02,16.32,3136,5.52,1
IACIX,0.65,15.59,9.21,8875,-6.23,0
PRMRX,2.04,36.44,26.15,17283,11.15,1
KNPYX,1.08,23.43,13.56,6699,-3.43,0
BVEIX,0.45,14.73,9.57,82859,-8.63,0
AVPAX,0.56,12.8,6.62,2475,-8.370000000000001,0
EAPDX,0.54,15.98,10.27,20425,-7.3900000000000015,0
ITGIX,1.76,32.88,24.1,259159,7.479999999999998,1
NEJCX,0.57,15.64,8.65,3680,-8.200000000000001,0
RYDVX,0.58,17.22,13.09,5181,-8.63,0
MDPIX,0.74,16.86,10.02,5236,-5.95,0
NDVSX,0.82,14.56,7.14,3101,-4.7,0
PIEMX,0.81,19.32,13.96,79172,-4.75,0
JSPJX,1.75,49.78,29.04,141606,5.809999999999999,1
MIISX,0.6,14.75,9.82,53477,-7.620000000000001,0
JMUEX,1.42,21.89,17.67,148814,3.729999999999999,1
SAGAX,3.72,90.47,37.45,67905,34.629999999999995,1
JRAAX,1.7,32.43,23.1,196427,6.870000000000001,1
ADNCX,3.6,95.4,34.58,28692,35.28,1
GSGCX,0.6,19.4,13.36,99528,-7.760000000000002,0
PFAAX,0.59,16.79,11.88,83928,-7.030000000000001,0
MFELX,1.79,36.42,27.71,226023,6.440000000000001,1
LADCX,2.67,37.43,25.73,5286,21.9,1
GSSCX,0.4,17.09,9.48,3047,-10.260000000000002,0
AGFKX,1.86,35.63,26.8,77805,8.220000000000002,1
FCPVX,0.62,10.35,5.44,2613,-5.540000000000001,0
WEQCX,0.61,22.22,14.45,92034,-8.45,0
SDGAX,1.87,31.36,26.27,167400,9.22,1
GLCCX,1.45,27.62,19.82,169369,2.84,1
MIGFX,1.66,26.36,21.54,162582,6.440000000000001,1
MCVIX,0.74,15.68,9.76,13303,-5.280000000000001,0
FADAX,0.73,17.67,12.18,70349,-5.630000000000001,0
PIORX,1.4,25.71,19.49,180471,2.380000000000001,1
MSVSX,0.54,15.99,7.61,2072,-7.350000000000001,0
TASMX,0.64,14.4,8.56,6211,-6.15,0
BPEQX,1.45,21.98,15.65,46404,2.9700000000000006,1
JSGAX,1.69,31.2,23.79,233311,5.809999999999999,1
CGPFX,1.27,23.57,18.94,90716,2.039999999999999,1
DFCIX,3.03,43.64,29.76,10908,22.52,1
JHBCX,1.77,32.27,24.81,283691,6.629999999999999,1
PSLAX,0.48,13.53,6.58,1099,-9.55,0
NRMGX,1.78,40.69,24.44,19946,8.04,1
FMIUX,0.71,17.94,6.58,4364,-5.190000000000001,0
PMDHX,0.31,17.5,11.17,5445,-10.17,0
VHCAX,1.32,21.66,15.07,55345,3.4000000000000004,1
PAPPX,1.54,29.21,24.81,18152,3.67,1
VSFSX,0.52,13.04,7.34,2128,-8.110000000000001,0
BRSHX,0.74,15.93,8.75,3031,-5.440000000000001,0
CTVAX,0.11,37.63,22.2,2048,-14.31,0
CLWFX,1.74,28.51,21.99,227999,7.689999999999998,1
BIRKX,1.33,23.3,17.71,102302,2.67,1
FRMCX,0.28,13.56,7.68,413,-8.780000000000001,0
CDCRX,0.45,21.81,14.52,30629,-9.21,0
VSVGX,0.79,17.91,14.3,71972,-4.790000000000001,0
BMSRX,0.79,18.36,11.79,15050,-5.57,0
IPMIX,0.71,17.2,10.06,7036,-5.2,0
VIGIX,1.9,33.84,25.23,264359,10.55,1
JPEAX,1.35,24.04,19.07,250705,2.09,1
KNGCX,0.76,18.07,13.12,39270,-5.98,0
EACPX,1.76,33.34,23.87,215424,5.8599999999999985,1
MBCLX,1.7,30.95,24.15,241308,5.7499999999999964,1
JLVMX,0.79,13.96,9.26,26609,-5.6800000000000015,0
CGRIX,1.58,30.06,23.2,178036,5.030000000000001,1
FSTUX,0.36,16.81,9.07,52107,-8.080000000000002,0
GOGFX,0.72,18.17,9.7,2696,-5.3100000000000005,0
EAFGX,1.96,28.61,20.65,175159,9.09,1
WFMDX,0.74,16.83,11.07,14716,-5.91,0
TSWEX,0.83,14.1,8.85,55967,-4.5600000000000005,0
PRNIX,0.46,17.08,12.21,19560,-8.98,0
VDSCX,0.78,17.94,14.33,72465,-5.53,0
OMYGX,0.75,15.5,8.78,3850,-3.8000000000000007,0
PNOYX,1.69,25.09,19.94,129886,6.699999999999998,1
IMPLX,1.95,35.03,22.42,67448,11.2,1
FKDNX,2.4,52.64,32.59,100371,16.21,1
HFLGX,0.77,16.57,10.55,42368,-5.8900000000000015,0
WWSMX,0.74,17.78,10.83,4737,-4.500000000000001,0
USCAX,1.27,15.93,9.72,2610,2.1399999999999992,1
PBSRX,1.99,42.14,26.71,4913,10.77,1
LSIFX,1.09,18.58,12.4,35512,-2.200000000000001,0
RWMEX,0.88,18.07,12.6,117267,-3.240000000000001,0
EBCVX,0.68,15.68,9.76,13303,-6.2200000000000015,0
ANOAX,2.12,27.85,17.1,4039,12.43,1
NBRVX,0.25,14.06,8.51,9969,-13.22,0
HWCIX,0.6,13.01,7.36,47344,-9.15,0
WIAEX,2.56,42.78,20.23,3726,18.53,1
JMVIX,0.45,17.7,11.1,10030,-8.71,0
FVCSX,0.71,13.55,7.81,9953,-7.160000000000001,0
AFNIX,0.87,20.79,17.41,133434,-3.370000000000001,0
BRUEX,0.47,17.07,11.33,68384,-9.4,0
HFMSX,1.39,21.48,14.48,7715,2.379999999999999,1
CVLFX,0.59,15.37,12.33,122614,-8.59,0
NEFJX,0.64,15.64,8.65,3680,-6.65,0
WFGDX,2.24,38.97,22.14,3197,14.829999999999998,1
FFTYX,1.69,27.85,23.12,43800,8.55,1
KSOCX,1.08,15.67,11.81,2672,-4.82,0
TSCPX,1.68,28.88,18.97,3406,7.349999999999998,1
BUFTX,1.56,32.85,21.89,14775,5.479999999999999,1
GSVSX,0.61,20.07,14.86,88920,-7.57,0
WECCX,1.95,34.27,24.58,178923,8.0,1
KMVAX,0.41,19.9,9.84,13461,-10.8,0
NBMTX,1.75,40.69,24.44,19946,7.289999999999999,1
NLACX,0.77,16.32,9.42,63043,-5.870000000000001,0
MPGSX,1.61,27.25,19.76,256718,5.329999999999998,1
HBGIX,1.34,23.15,19.27,160184,2.16,1
RCSIX,0.4,14.66,10.11,2054,-9.42,0
LVPIX,0.55,14.47,9.87,73230,-8.850000000000003,0
UGLSX,1.9,32.31,25.95,151131,9.34,1
LGLAX,2.62,48.96,32.45,96415,19.67,1
PCLCX,1.78,38.44,27.78,143377,7.440000000000001,1
SLCVX,0.9,12.68,9.2,18860,-2.99,0
BWLCX,0.27,14.08,7.53,38353,-12.39,0
BLCRX,0.47,14.44,9.8,32193,-7.850000000000001,0
PFEAX,0.31,14.38,7.54,2468,-10.75,0
VSMPX,1.29,22.25,15.88,100020,2.75,1
BRGAX,1.28,22.8,16.51,132580,2.03,1
TDFCX,0.09,17.97,12.71,57166,-14.010000000000002,0
RHJMX,0.7,23.48,14.21,2887,-4.170000000000001,0
JGSMX,2.38,28.5,17.17,4844,16.6,1
LAMPX,1.03,22.14,17.2,117148,-2.4400000000000013,0
AZSYX,0.69,15.61,9.5,744,-3.5800000000000014,0
FBLEX,0.67,16.34,11.12,55232,-5.530000000000001,0
LMPFX,1.06,18.58,12.4,35512,-3.03,0
JDVWX,0.53,15.12,9.83,59415,-8.32,0
TRUZX,2.49,52.99,29.98,14707,18.95,1
JUEQX,1.41,21.89,17.67,148814,3.43,1
WFDEX,0.96,16.91,12.86,61160,-4.040000000000001,0
PYCGX,0.35,17.34,11.29,15331,-10.32,0
VGIFX,0.78,17.41,13.83,89809,-5.23,0
ACIIX,0.62,18.44,13.07,81529,-5.840000000000002,0
SUSSX,1.4,23.03,18.26,178750,3.18,1
CRIEX,0.78,19.58,10.52,10218,-5.790000000000001,0
SVAAX,0.12,13.41,8.11,85761,-11.08,0
CASTX,0.36,15.96,13.3,41542,-9.88,0
WWNPX,1.06,23.43,13.56,6699,-3.86,0
GCSCX,0.73,12.77,6.35,1680,-5.87,0
TINRX,1.26,21.52,15.39,99015,2.03,1
BMSSX,0.83,18.36,11.79,15050,-4.550000000000002,0
HICGX,0.7,14.17,7.04,4554,-6.750000000000001,0
GCSAX,0.79,12.77,6.35,1680,-4.32,0
FIMPX,1.93,27.09,16.31,3908,11.28,1
JIGAX,1.43,22.97,17.11,201243,3.28,1
DVLCX,0.79,17.55,13.61,16108,-7.250000000000001,0
SVFKX,0.86,15.95,9.87,60200,-3.0,0
ACMYX,0.47,12.96,6.84,8740,-11.17,0
SGGIX,1.94,28.99,25.89,175230,11.0,1
VADAX,0.98,18.96,10.3,27300,-2.3400000000000007,0
PTMAX,0.95,16.86,13.52,139865,-2.4800000000000013,0
ZVNIX,3.7,92.74,37.59,67296,34.540000000000006,1
WPCSX,1.59,27.95,22.31,100343,3.77,1
MAPPX,2.49,68.58,32.98,68600,16.72,1
MEFFX,1.49,26.26,22.62,20338,3.219999999999999,1
GTTRX,0.52,11.11,4.87,1388,-7.98,0
BUIEX,1.56,30.95,20.87,175212,5.169999999999998,1
CSSAX,1.52,26.75,17.7,3188,5.6599999999999975,1
VSSCX,0.95,12.44,5.98,1673,-2.8500000000000005,0
MRSNX,0.36,13.09,5.92,1535,-9.47,0
AASRX,0.58,12.8,6.62,2475,-7.6400000000000015,0
HTSCX,0.6,11.79,7.93,1844,-8.13,0
MMGFX,2.23,55.11,31.85,117961,11.619999999999996,1
BAFMX,1.86,36.91,25.85,18434,8.329999999999998,1
VYSDX,0.76,16.44,9.68,3045,-5.620000000000001,0
PMVQX,0.14,12.24,5.98,11316,-14.04,0
ECVLX,0.61,18.09,14.75,93338,-8.290000000000001,0
PICMX,2.83,53.0,32.14,17390,20.26,1
VCSVX,0.45,11.47,5.0,1532,-8.170000000000002,0
WPVIX,0.88,25.86,11.21,39329,-5.15,0
BLUEX,1.69,36.27,22.96,59507,6.209999999999997,1
GFVUX,0.85,23.39,17.73,105210,-4.040000000000001,0
ALCFX,2.0,30.93,22.71,252652,9.86,1
VHDRX,0.72,16.83,10.7,41527,-4.66,0
TVIRX,0.93,15.4,11.97,45325,-3.910000000000001,0
IRGVX,1.69,32.26,24.58,21281,6.399999999999999,1
DGAGX,1.38,26.87,22.59,304735,2.6599999999999984,1
RWMCX,0.85,18.07,12.6,117267,-3.8800000000000012,0
IJSTX,1.02,16.46,8.77,2898,-2.0100000000000016,0
DFTVX,0.52,12.49,5.81,2483,-7.6400000000000015,0
LSRCX,0.38,13.53,9.16,2302,-10.55,0
JSVPX,0.49,11.61,5.12,1593,-7.500000000000001,0
BLGRX,1.54,25.04,18.53,152560,5.26,1
OVEAX,0.69,15.44,8.8,10378,-7.82,0
BRWVX,1.55,26.87,19.2,220975,5.73,1
PPUNX,1.9,33.36,25.09,173751,7.960000000000001,1
DTMEX,1.28,21.46,15.6,120541,2.099999999999998,1
OTCHX,1.92,39.11,29.43,21470,8.629999999999999,1
IJMAX,0.49,16.46,9.4,14588,-8.71,0
OSTFX,1.29,28.61,19.18,86517,2.17,1
NECOX,0.82,15.27,9.79,64279,-7.52,0
HQIVX,0.68,17.67,13.97,99596,-5.620000000000001,0
PPNNX,1.83,31.56,20.23,4508,9.069999999999997,1
QISCX,0.87,13.01,5.8,1587,-3.95,0
FGRCX,0.96,19.01,13.34,181538,-3.49,0
TQVIX,0.51,13.43,8.67,47313,-8.420000000000002,0
MNDJX,2.2,28.86,19.55,4364,14.939999999999998,1
ABCYX,0.95,19.37,14.26,153064,-2.3400000000000016,0
AGIRX,2.07,41.1,26.85,14985,11.889999999999995,1
HRTVX,0.73,11.65,6.16,769,-4.800000000000002,0
JSCGX,2.56,60.86,53.125322972498786,810,20.21,1
CMCRX,0.58,14.47,8.79,33562,-7.65,0
DGIGX,1.4,26.87,22.59,304735,3.169999999999998,1
DSCIX,0.67,17.94,12.72,3356,-5.240000000000001,0
HSLFX,1.56,23.53,15.83,3893,4.67,1
ANORX,2.09,27.85,17.1,4039,11.86,1
ARRZX,0.9,14.85,8.21,34912,-4.670000000000001,0
HWSAX,0.48,12.09,5.0,2456,-10.3,0
HNMGX,2.47,40.95,24.28,20961,17.04,1
RSMMX,1.84,27.3,17.41,3638,8.79,1
TAMVX,0.63,16.2,9.29,10983,-6.750000000000001,0
ASQAX,0.74,16.28,7.73,2529,-5.1000000000000005,0
VSPRX,0.77,16.41,9.68,3049,-4.760000000000002,0
PPNMX,1.84,31.56,20.23,4508,9.479999999999997,1
FRCDX,0.33,21.51,16.63,188817,-9.95,0
SIPIX,0.61,15.29,9.55,14517,-7.150000000000001,0
MSSLX,3.92,63.48,55.74532297249879,2789,48.25,1
ANONX,2.15,27.85,17.1,4039,13.43,1
BCMSX,2.07,43.96,28.83,19969,10.260000000000002,1
STVYX,0.67,17.22,12.03,62324,-4.910000000000001,0
GMZPX,1.54,27.62,19.82,169369,5.44,1
MKDVX,0.73,14.48,10.16,76534,-5.130000000000001,0
TRLHX,0.55,17.7,13.43,107843,-8.0,0
TWUAX,2.16,38.1,25.99,304076,12.14,1
DMCFX,1.88,40.32,28.91,20068,10.079999999999998,1
SUVZX,0.24,13.15,6.57,39815,-12.34,0
VTCIX,1.31,23.04,16.81,129794,2.7399999999999984,1
MSEQX,3.22,146.93,38.49,55810,28.33,1
ISMSX,0.61,15.59,9.21,8875,-7.050000000000002,0
FFLYX,1.86,32.37,25.43,165026,9.62,1
WPRSX,1.63,27.95,22.31,100343,4.749999999999998,1
OMECX,0.68,15.5,8.78,3850,-5.870000000000001,0
FNKLX,0.73,14.35,9.34,51303,-4.1400000000000015,0
MMYLX,0.52,15.99,7.61,2072,-7.780000000000001,0
PPSSX,0.7,18.06,13.21,69056,-6.41,0
VYRDX,0.57,15.2,7.36,2689,-6.370000000000001,0
MXLSX,0.47,15.63,8.11,2643,-8.030000000000001,0
SBQIX,0.53,17.76,11.2,39243,-9.22,0
JIVRX,0.56,13.83,9.5,42379,-7.380000000000001,0
ACRNX,1.44,27.58,21.36,7880,3.7099999999999986,1
OBMCX,1.27,22.88,14.26,818,3.52,1
AAMOX,2.44,41.44,27.0,4407,17.299999999999994,1
MPSIX,0.9,19.67,11.59,6301,-2.200000000000001,0
BVDIX,0.15,17.88,11.47,3333,-11.65,0
EILVX,0.78,17.72,12.68,64402,-4.6800000000000015,0
BPTRX,4.16,73.52,36.31,109415,39.91,1
ISORX,1.02,21.73,14.22,3443,-2.4700000000000006,0
DASCX,0.37,10.85,4.77,1424,-9.83,0
NQCFX,1.46,32.18,23.55,119999,2.1099999999999994,1
IVCSX,0.77,16.41,9.68,3049,-4.7700000000000005,0
OCSVX,0.36,12.23,7.47,3985,-10.94,0
SFVTX,0.25,10.7,8.9,36515,-12.69,0
PFQDX,0.66,16.97,9.73,3174,-6.33,0
PGILX,0.95,22.15,17.28,92824,-4.330000000000001,0
BMSYX,0.89,18.36,11.79,15050,-3.2700000000000014,0
CBECX,0.76,14.26,8.4,33782,-7.56,0
BERCX,0.34,16.85,10.91,12690,-9.9,0
TMITX,1.36,35.46,24.86,14377,2.4499999999999997,1
BRSQX,0.75,15.93,8.75,3031,-5.080000000000001,0
FMAGX,1.43,32.43,23.49,205608,2.369999999999999,1
PABWX,0.68,16.81,10.3,12080,-5.82,0
WLCGX,1.75,31.3,23.67,263654,7.029999999999998,1
ELCRX,1.79,29.28,22.34,200103,6.889999999999998,1
MDDVX,0.7,14.48,10.16,76534,-5.880000000000001,0
PLGAX,1.92,33.36,25.09,173751,8.7,1
GTSCX,0.82,16.85,9.54,3470,-4.980000000000001,0
MACGX,4.1,104.27,35.03,22663,45.01000000000001,1
MDKTX,0.84,19.65,11.6,6298,-3.6700000000000013,0
JENIX,1.38,24.58,19.69,198122,2.6899999999999995,1
SVALX,0.14,13.41,8.11,85761,-10.6,0
JDMNX,1.53,23.75,17.59,15538,3.9599999999999986,1
LCLIX,0.75,18.54,14.04,95714,-5.6800000000000015,0
CGFYX,1.74,28.51,21.99,227999,7.800000000000002,1
TNVRX,0.63,15.07,6.87,2471,-6.740000000000001,0
ESPHX,0.54,15.1,9.18,2144,-7.66,0
HSLCX,1.47,23.53,15.83,3893,2.2399999999999984,1
GEFPX,0.77,19.56,11.49,133586,-6.36,0
TGCNX,1.99,37.76,28.79,162356,9.760000000000002,1
ARSQX,1.03,19.8,16.3,56060,-2.27,0
MLVBX,0.96,22.64,17.1,97561,-2.4799999999999995,0
JHERX,0.49,15.74,10.38,54510,-9.71,0
MNDBX,2.12,28.86,19.55,4364,12.7,1
FZAHX,3.04,33.7,24.26,121246,27.35,1
TRCVX,0.63,17.35,11.66,61799,-6.170000000000001,0
MFVFX,1.01,20.59,16.57,118460,-3.03,0
FKASX,2.24,38.74,15.42,3756,15.04,1
LAFTX,0.56,17.95,15.09,93311,-7.500000000000001,0
CPXRX,0.89,19.75,11.67,6330,-2.1999999999999997,0
ATAFX,0.51,16.51,10.39,33293,-8.42,0
HWCAX,0.58,13.01,7.36,47344,-9.63,0
THPMX,0.79,14.51,10.04,7845,-4.8900000000000015,0
HGOYX,2.32,39.86,25.43,89863,14.61,1
KNGYX,0.87,18.07,13.12,39270,-3.370000000000001,0
DEOPX,1.42,5.46,17.08,21973,3.1099999999999994,1
MIGDX,1.59,26.36,21.54,162582,4.7799999999999985,1
QUAIX,2.31,32.67,20.7,4555,17.490000000000002,1
RLSMX,0.76,19.63,13.29,5614,-4.370000000000001,0
IYVYX,0.68,14.59,8.88,48303,-7.82,0
PLGJX,1.94,33.36,25.09,173751,9.11,1
GMPPX,0.9,20.97,15.27,16021,-2.58,0
PCEQX,0.45,17.47,12.34,36804,-9.29,0
ECTVX,0.76,19.22,15.16,97863,-6.15,0
CBSTX,1.69,32.22,26.56,18646,6.68,1
PKSFX,1.59,26.97,20.66,6113,4.8599999999999985,1
NSRSX,2.24,30.3,20.45,4756,16.84,1
CDOFX,0.61,20.68,13.1,2558,-6.030000000000001,0
MEFNX,1.47,26.26,22.62,20338,2.68,1
HGOCX,2.23,39.86,25.43,89863,12.22,1
UBVCX,0.55,13.01,7.19,2796,-9.44,0
KDHCX,0.45,13.27,10.43,46523,-9.27,0
LVOCX,0.74,19.47,15.3,6988,-5.3100000000000005,0
