Ticker,ROE Last Year (%),Debt/Capital Last Year (%),No. of Holdings in Portfolio,% Assets in Top 10 Holdings,"Closed to New Investors (Yes=1, No=0)",3-year Annualized Return vs. S&P500,Outperform / Underperform
DCDGX,-2.12,32.13,112,13.51,0,12.0,1
AFNAX,31.58,52.43,48,35.85,0,-3.870000000000001,0
MEFZX,10.76,45.21,209,17.04,1,4.18,1
AGFIX,27.81,30.26,61,37.25,0,9.150000000000002,1
OEGAX,16.7,36.63,91,20.13,0,8.43,1
APHSX,-6.83,33.12,62,38.44,0,19.95,1
PSGRX,2.34,36.33,91,19.06,0,12.970000000000002,1
LACAX,7.8,34.61,114,15.81,0,3.17,1
ADSIX,32.49,44.59,145,47.66,0,4.34,1
SFLCX,22.42,46.33,22,55.0,0,-3.2200000000000006,0
GWGZX,13.23,38.13,80,19.48,0,2.379999999999999,1
PRCGX,4.16,24.35,90,35.86,0,-9.58,0
SGGCX,29.23,41.77,49,49.02,0,8.759999999999998,1
MXXVX,16.39,55.6,30,71.59,0,-4.3100000000000005,0
PMVYX,9.22,43.61,76,23.11,0,10.93,1
DPCEX,-0.98,38.0,22,59.74,0,6.619999999999997,1
CSMMX,20.08,40.61,114,40.96,0,8.59,1
PCMRX,12.51,46.0,89,22.88,0,-11.57,0
ADNPX,-10.36,30.68,56,52.72,0,35.73999999999999,1
PJFPX,19.38,38.83,60,44.83,0,12.569999999999995,1
STSRX,5.07,33.17,95,19.91,0,9.02,1
TRSDX,18.61,36.87,29,44.68,0,5.82,1
MECAX,13.42,21.99,73,20.42,0,-10.76,0
ADNIX,-10.36,30.68,56,52.72,0,36.66,1
AUIIX,29.25,48.83,68,40.45,0,-5.92,0
RFEBX,18.85,43.92,327,23.69,0,-2.83,0
EGRYX,-6.55,33.42,90,19.51,0,18.13,1
JIMSX,3.38,40.42,74,30.87,0,17.47,1
SHFVX,11.09,48.72,76,29.17,0,-11.7,0
MDRFX,6.14,45.33,98,20.75,0,-4.780000000000001,0
AOFAX,-6.25,29.73,52,32.41,1,17.66,1
MEIIX,20.67,46.53,78,29.38,0,-6.170000000000001,0
MAWDX,20.45,41.28,67,33.01,0,-3.6800000000000015,0
OEGIX,16.7,36.63,91,20.13,0,9.32,1
CSGTX,1.92,32.35,49,34.88,0,2.68,1
ATIIX,15.26,59.77,27,59.42,0,-5.550000000000002,0
IHSFX,-3.51,34.38,120,16.59,0,15.330000000000002,1
IYGIX,33.74,41.39,43,50.72,0,8.049999999999997,1
TMVIX,19.36,41.11,43,43.47,0,-3.5000000000000013,0
REQSX,20.07,45.23,262,21.16,0,-4.960000000000001,0
KNGIX,22.93,47.51,66,17.84,0,-3.870000000000001,0
MOATX,10.71,33.72,29,40.69,0,-7.85,0
RDLCX,38.66,47.11,69,45.88,0,2.1599999999999984,1
CBLSX,12.31,41.77,48,29.69,0,-5.340000000000002,0
MAGLX,15.71,45.27,47,47.71,0,11.990000000000002,1
GTSAX,-2.08,39.16,126,14.9,1,9.260000000000002,1
LSRIX,4.82,44.18,59,25.15,0,-10.6,0
VHYAX,21.98,49.18,412,24.2,0,-5.800000000000002,0
NGRDX,17.12,38.26,73,31.64,0,6.879999999999999,1
HSUAX,25.94,46.44,51,43.91,0,8.98,1
GAEGX,28.23,42.96,57,43.1,1,7.050000000000002,1
CGFAX,16.32,41.62,392,35.89,0,6.539999999999999,1
GGOAX,11.29,44.24,91,21.52,0,8.529999999999998,1
ATISX,15.26,59.77,27,59.42,0,-5.4300000000000015,0
WMGAX,13.6,31.11,69,26.98,0,13.63,1
PQNAX,17.81,43.95,139,16.58,0,-9.68,0
UMLGX,20.33,38.75,36,41.53,0,9.04,1
FISTX,7.53,37.96,111,19.7,0,-11.54,0
VSIIX,4.25,44.27,939,4.9,0,-5.38,0
OALGX,24.23,40.74,126,41.85,0,5.429999999999998,1
JDERX,6.93,37.54,73,20.93,1,7.679999999999996,1
IMPAX,7.13,29.72,97,18.07,0,12.11,1
PZFVX,-1.16,46.78,39,39.39,0,-12.9,0
IYMIX,13.6,31.11,69,26.98,0,14.52,1
ATGCX,12.37,53.6,104,18.76,0,-5.740000000000001,0
JDCAX,30.52,42.87,41,48.44,0,9.659999999999997,1
ORSIX,-1.42,34.15,184,16.29,0,2.6899999999999995,1
GVCIX,9.63,43.97,64,53.95,0,-6.710000000000001,0
DDDCX,1.78,53.74,33,43.16,0,-4.790000000000001,0
FSIUX,22.33,50.29,75,27.9,0,-7.440000000000001,0
MGTIX,28.83,42.15,54,42.39,0,6.949999999999998,1
PGOEX,34.02,45.06,61,50.33,0,11.13,1
OCRDX,33.65,51.46,71,35.13,0,-3.4300000000000006,0
HLQVX,6.52,50.48,77,29.58,0,-6.210000000000001,0
SOPYX,25.88,50.45,55,33.57,0,-2.6100000000000008,0
ECMGX,9.05,33.24,82,23.63,0,-2.8100000000000005,0
CGWRX,28.23,42.96,57,43.1,0,6.5,1
CVERX,6.83,46.28,51,27.66,0,-4.750000000000001,0
USLUX,11.12,46.82,64,44.29,0,-5.580000000000001,0
IATCX,13.58,40.45,39,45.39,0,7.080000000000003,1
CRRYX,2.63,43.46,124,13.42,0,-5.9700000000000015,0
TSMVX,6.13,40.45,216,14.69,0,-6.130000000000001,0
JGRQX,-5.18,32.5,127,15.75,0,15.46,1
DCLVX,17.33,45.02,74,23.57,0,-9.31,0
LCLAX,2.31,45.89,93,25.59,0,19.72,1
PMBSX,14.58,53.61,84,29.55,1,2.02,1
VLCAX,25.73,45.4,561,26.06,0,2.8099999999999987,1
MMEYX,-2.27,42.18,146,11.18,0,-9.53,0
OBSOX,0.99,38.24,65,26.47,0,4.809999999999999,1
SDVAX,26.89,50.07,42,29.14,0,-6.840000000000002,0
BRWIX,14.06,37.16,53,28.78,0,4.34,1
OAYMX,13.81,49.08,55,32.11,0,-5.4,0
IJMIX,9.8,44.52,110,15.62,0,-7.700000000000001,0
LBRIX,25.88,50.45,55,33.57,0,-3.1700000000000017,0
VYSGX,4.07,41.19,159,12.06,0,-5.2200000000000015,0
TCVIX,7.95,45.65,72,21.45,0,-7.260000000000002,0
MAMVX,10.16,43.96,101,25.7,0,-7.450000000000001,0
NMANX,6.77,40.72,92,17.59,1,7.43,1
CUHIX,22.08,43.82,502,3.34,1,-3.0900000000000007,0
KDHAX,25.91,45.99,44,27.66,0,-7.820000000000001,0
VSGIX,3.28,36.64,613,7.35,0,8.96,1
VADRX,16.81,47.17,510,3.55,0,-2.87,0
RSEFX,13.19,14.25,38,40.93,0,-8.430000000000001,0
IAXSX,14.38,39.71,282,12.8,0,7.07,1
JVLCX,13.45,43.73,92,26.16,0,-10.56,0
PYVLX,24.8,52.89,90,21.59,0,-5.7200000000000015,0
BIRIX,26.84,44.25,208,24.54,0,2.539999999999999,1
RUNTX,0.09,38.21,992,9.71,0,-3.1700000000000013,0
WGICX,-6.53,30.18,75,25.07,0,24.44,1
MXHAX,18.2,51.39,175,18.96,1,-6.290000000000001,0
MLUNX,11.84,41.79,95,20.83,0,-9.23,0
IMCEX,13.6,31.11,69,26.98,0,13.47,1
HRMDX,7.02,42.27,49,33.59,0,-5.760000000000002,0
BMPEX,11.35,53.46,27,57.66,0,-4.130000000000001,0
LOMGX,7.15,42.42,100,19.25,0,9.46,1
CHCCX,5.06,34.76,100,18.03,0,10.299999999999997,1
VYCCX,22.52,51.65,103,12.19,0,-2.08,0
PSVDX,1.75,42.61,329,9.06,0,-12.25,0
MXNSX,5.04,35.81,606,6.16,1,-2.1900000000000013,0
FVSKX,4.92,57.97,86,18.73,0,-4.670000000000001,0
RSEGX,-9.94,39.82,104,20.52,0,7.3900000000000015,1
PQMQX,25.11,41.14,235,30.2,0,-11.36,0
CFAGX,24.34,40.38,82,14.86,0,4.940000000000001,1
AZSCX,6.9,27.11,194,13.93,0,-5.750000000000001,0
LMPSX,-0.12,39.97,90,25.79,1,12.729999999999995,1
TFCGX,-10.91,30.13,48,33.37,0,24.42,1
HFMCX,7.54,40.51,100,19.31,0,2.459999999999999,1
HMDFX,7.54,40.51,100,19.31,0,3.2399999999999984,1
TCVAX,7.95,45.65,72,21.45,0,-8.05,0
BRSSX,4.16,38.21,176,14.8,0,-4.410000000000001,0
GINDX,22.52,46.61,668,14.49,0,-5.760000000000002,0
HDGSX,20.81,46.77,75,29.96,0,-4.050000000000002,0
IGOWX,30.98,45.13,55,48.25,0,6.370000000000001,1
MCMAX,13.23,38.14,80,19.77,0,-2.460000000000001,0
AELSX,11.34,38.95,35,35.9,0,5.9899999999999975,1
ABCRX,30.55,45.8,33,43.08,0,-2.120000000000001,0
TALCX,18.2,43.71,45,32.52,0,-9.45,0
JSVUX,-1.66,41.18,474,8.28,0,-6.490000000000001,0
VSSBX,0.93,40.87,519,8.45,0,-3.7600000000000007,0
MMSCX,3.97,36.16,426,6.94,0,-2.1700000000000017,0
TOCQX,27.56,45.09,51,37.99,0,-2.42,0
PNERX,23.93,48.67,73,31.55,0,-10.61,0
VYMQX,12.1,39.72,369,8.59,0,-5.9300000000000015,0
FAOFX,10.19,37.62,266,33.51,0,28.84,1
VHDIX,23.9,46.09,195,14.05,0,-4.69,0
WSHCX,20.76,46.39,182,30.64,0,-4.7200000000000015,0
PGODX,34.02,45.06,61,50.33,0,10.9,1
PKARX,4.8,40.45,1601,13.19,1,-8.97,0
USGLX,18.51,41.1,30,43.85,0,8.560000000000002,1
BRSYX,4.16,38.21,176,14.8,0,-3.2100000000000013,0
TQAAX,8.62,36.18,299,8.64,0,2.16,1
VYMSX,12.1,39.72,369,8.59,0,-5.420000000000001,0
HLSCX,26.24,44.66,84,31.27,0,-6.290000000000001,0
WAMFX,22.38,41.05,76,19.01,0,-2.5700000000000003,0
SSHVX,15.71,43.45,39,33.15,0,-7.300000000000002,0
MMMMX,-2.27,42.18,146,11.18,0,-9.15,0
LMOFX,-3.65,52.52,48,38.73,0,8.639999999999997,1
POGAX,34.02,45.06,61,50.33,0,10.32,1
AMVYX,11.87,41.78,96,20.7,1,-7.120000000000001,0
BRLVX,16.57,45.66,104,15.96,0,-10.23,0
RIVSX,3.06,28.39,34,37.2,0,3.799999999999999,1
MDVWX,27.73,49.81,90,27.2,0,-5.32,0
FLVEX,13.2,43.77,329,17.18,0,-5.8100000000000005,0
LBFIX,2.31,45.89,93,25.59,0,20.38,1
JSVSX,15.55,39.25,51,25.77,0,-8.170000000000002,0
PEIYX,19.73,51.57,92,25.41,0,-3.810000000000001,0
BTSMX,21.7,39.52,78,21.24,0,-2.930000000000001,0
VEVYX,7.95,41.46,78,19.81,1,-3.94,0
JGRTX,13.87,43.55,85,23.14,0,2.8999999999999986,1
MWMZX,17.86,47.37,51,27.12,0,2.1599999999999984,1
EPGCX,22.34,36.29,180,45.29,0,9.12,1
THBIX,3.41,36.88,102,22.62,0,2.229999999999998,1
HIAGX,26.24,44.66,84,31.27,0,2.6999999999999997,1
STCAX,31.21,46.27,61,51.14,0,7.93,1
FDEIX,19.19,50.9,174,37.79,0,-3.4200000000000013,0
CSSZX,7.48,39.69,57,28.48,0,-6.48,0
CLSUX,23.59,45.78,53,30.99,0,8.990000000000002,1
FRCSX,6.12,35.23,89,25.89,0,-4.7200000000000015,0
LSHCX,27.41,19.57,32,89.05,0,-4.73,0
MSAIX,5.29,46.88,52,27.51,0,-9.19,0
DCGVX,10.07,46.06,84,26.9,0,-8.610000000000001,0
LSCRX,7.99,40.2,127,13.17,0,-8.850000000000003,0
IAUYX,22.33,50.29,75,27.9,0,-7.57,0
NMCIX,8.95,45.01,68,25.87,0,5.01,1
FASPX,4.92,57.97,86,18.73,0,-5.990000000000001,0
VYMRX,12.1,39.72,369,8.59,0,-6.94,0
GLCRX,33.75,43.94,117,45.77,0,3.92,1
HDPMX,-1.72,43.02,41,37.8,0,-9.57,0
HRMGX,4.06,41.48,62,30.85,0,16.349999999999998,1
HFDSX,13.22,40.2,81,18.91,0,-5.17,0
TQSMX,11.58,40.43,350,6.02,0,-2.9200000000000013,0
DHPAX,3.67,46.51,60,29.74,0,-8.47,0
NDVVX,1.05,44.04,111,15.25,1,-3.4400000000000013,0
SNWIX,-1.79,43.75,48,38.11,0,-6.000000000000001,0
QDVAX,24.86,57.36,26,46.11,0,-8.06,0
WPSGX,29.22,47.96,21,63.01,0,5.939999999999998,1
PMFMX,10.63,40.46,404,9.38,0,-3.25,0
CSCCX,8.31,33.11,81,22.55,0,-2.6900000000000004,0
NEAMX,22.21,38.57,44,32.62,0,-10.59,0
CLIFX,13.67,48.67,34,37.21,0,-3.200000000000001,0
FMIQX,22.33,47.25,31,45.14,0,-3.6700000000000013,0
GCCEX,17.86,47.46,212,29.3,0,-9.490000000000002,0
WENRX,9.32,33.07,65,25.97,0,14.22,1
RWMFX,20.76,46.39,182,30.64,0,-2.630000000000001,0
PYODX,29.75,48.07,45,43.43,0,3.78,1
PSGCX,23.82,29.37,31,53.07,1,14.189999999999998,1
DGEFX,19.2,48.02,93,32.2,0,-8.22,0
ASQGX,4.54,39.1,289,9.78,0,-4.210000000000001,0
IASCX,4.04,41.14,159,12.03,0,-5.8100000000000005,0
MSSMX,-24.26,28.51,44,54.47,0,49.73,1
ZVNBX,3.94,39.47,36,50.07,0,33.870000000000005,1
CICCX,22.23,45.93,207,34.18,0,-4.510000000000002,0
WDSAX,6.88,35.14,310,8.15,0,-5.23,0
MDKYX,10.65,40.51,403,7.55,0,-2.8300000000000014,0
LEISX,14.83,46.51,73,25.74,0,-8.33,0
MMQTX,2.49,39.07,128,16.88,0,-7.31,0
RMFCX,24.68,48.98,175,23.07,0,-5.380000000000001,0
ATIYX,15.26,59.77,27,59.42,0,-5.760000000000002,0
TGVYX,24.39,40.87,45,44.13,0,8.349999999999998,1
DCGTX,-12.36,30.3,31,44.27,0,18.07,1
ABCAX,30.55,45.8,33,43.08,0,-2.8400000000000007,0
FIDLX,19.08,50.88,175,37.56,0,-2.860000000000001,0
HNMDX,7.02,42.27,49,33.59,0,-5.260000000000002,0
FDMLX,11.36,39.16,865,27.05,1,-4.12,0
FLCSX,19.18,50.9,175,37.97,0,-3.08,0
PRNHX,-0.48,36.88,168,23.7,1,17.179999999999996,1
GGCRX,26.32,38.04,41,49.21,0,7.719999999999999,1
PFDAX,0.98,42.07,106,14.53,0,-5.6400000000000015,0
FDFFX,32.5,45.99,72,34.51,0,2.17,1
SDFSX,12.31,38.97,88,21.65,0,-4.65,0
PMJIX,0.62,46.75,782,12.57,0,-3.8300000000000014,0
CUURX,3.09,31.89,193,10.49,0,-7.5,0
HSPGX,-2.04,35.1,127,21.36,0,5.52,1
IACIX,9.19,41.92,194,14.31,0,-6.23,0
PRMRX,12.26,39.89,71,22.58,0,11.15,1
KNPYX,22.89,28.61,52,63.01,0,-3.43,0
BVEIX,16.05,44.0,52,30.23,0,-8.63,0
AVPAX,5.65,39.08,640,11.91,0,-8.370000000000001,0
EAPDX,14.97,41.39,182,6.72,0,-7.3900000000000015,0
ITGIX,23.87,38.78,114,44.38,0,7.479999999999998,1
NEJCX,7.06,42.78,54,31.14,0,-8.200000000000001,0
RYDVX,14.77,29.98,69,34.63,0,-8.63,0
MDPIX,11.23,40.61,406,5.46,0,-5.95,0
NDVSX,1.05,44.04,111,15.25,1,-4.7,0
PIEMX,16.73,46.08,64,26.38,1,-4.75,0
JSPJX,15.26,46.16,29,51.28,0,5.809999999999999,1
MIISX,13.27,51.82,53,37.09,0,-7.620000000000001,0
JMUEX,27.73,46.67,57,40.08,1,3.729999999999999,1
SAGAX,4.19,38.64,38,49.52,0,34.629999999999995,1
JRAAX,28.07,43.02,81,49.6,0,6.870000000000001,1
ADNCX,-10.36,30.68,56,52.72,0,35.28,1
GSGCX,20.4,46.54,70,26.81,0,-7.760000000000002,0
PFAAX,16.86,44.13,74,24.39,0,-7.030000000000001,0
MFELX,28.24,40.32,76,43.55,0,6.440000000000001,1
LADCX,-6.16,30.88,102,17.28,0,21.9,1
GSSCX,3.59,38.48,239,10.33,0,-10.260000000000002,0
AGFKX,27.81,30.26,61,37.25,0,8.220000000000002,1
FCPVX,7.21,41.03,98,19.68,0,-5.540000000000001,0
WEQCX,17.48,42.35,47,28.72,0,-8.45,0
SDGAX,24.38,42.46,76,40.52,0,9.22,1
GLCCX,33.75,43.94,117,45.77,0,2.84,1
MIGFX,28.83,42.15,54,42.39,0,6.440000000000001,1
MCVIX,6.25,43.82,152,11.35,0,-5.280000000000001,0
FADAX,19.72,48.03,129,24.26,0,-5.630000000000001,0
PIORX,29.75,48.07,45,43.43,0,2.380000000000001,1
MSVSX,3.56,41.2,191,12.21,0,-7.350000000000001,0
TASMX,6.13,40.45,216,14.69,0,-6.15,0
BPEQX,21.0,39.74,40,40.72,1,2.9700000000000006,1
JSGAX,34.1,41.11,46,48.66,0,5.809999999999999,1
CGPFX,18.28,40.72,6,100.01,0,2.039999999999999,1
DFCIX,4.55,35.43,41,39.08,0,22.52,1
JHBCX,23.98,36.48,122,48.03,0,6.629999999999999,1
PSLAX,3.29,41.64,111,15.3,0,-9.55,0
NRMGX,6.77,40.72,92,17.59,0,8.04,1
FMIUX,14.65,41.09,37,42.42,0,-5.190000000000001,0
PMDHX,10.67,38.85,72,25.95,0,-10.17,0
VHCAX,17.34,42.19,163,28.97,1,3.4000000000000004,1
PAPPX,20.43,37.75,26,51.18,0,3.67,1
VSFSX,4.67,43.2,99,18.19,0,-8.110000000000001,0
BRSHX,4.16,38.21,176,14.8,0,-5.440000000000001,0
CTVAX,1.48,29.51,29,58.07,0,-14.31,0
CLWFX,28.23,42.96,57,43.1,0,7.689999999999998,1
BIRKX,26.84,44.25,208,24.54,0,2.67,1
FRMCX,2.4,31.62,90,22.13,0,-8.780000000000001,0
CDCRX,25.35,46.43,78,18.91,0,-9.21,0
VSVGX,28.52,44.86,79,30.32,0,-4.790000000000001,0
BMSRX,13.58,40.47,146,16.5,0,-5.57,0
IPMIX,12.16,39.69,370,9.37,0,-5.2,0
VIGIX,31.41,43.34,258,45.19,0,10.55,1
JPEAX,30.89,46.65,54,43.21,0,2.09,1
KNGCX,22.93,47.51,66,17.84,0,-5.98,0
EACPX,27.61,39.42,62,49.39,0,5.8599999999999985,1
MBCLX,25.63,38.89,147,42.18,0,5.7499999999999964,1
JLVMX,6.52,50.48,77,29.58,0,-5.6800000000000015,0
CGRIX,19.65,38.6,178,43.72,0,5.030000000000001,1
FSTUX,22.33,50.29,75,27.9,1,-8.080000000000002,0
GOGFX,5.5,31.18,113,15.2,1,-5.3100000000000005,0
EAFGX,25.12,39.76,36,48.01,0,9.09,1
WFMDX,14.18,43.31,74,27.55,0,-5.91,0
TSWEX,13.95,45.01,42,35.72,0,-4.5600000000000005,0
PRNIX,17.81,43.95,139,16.58,0,-8.98,0
VDSCX,28.58,44.89,79,30.44,0,-5.53,0
OMYGX,8.46,40.22,688,5.28,0,-3.8000000000000007,0
PNOYX,23.76,48.28,68,35.23,0,6.699999999999998,1
IMPLX,15.38,29.69,78,36.9,0,11.2,1
FKDNX,12.43,36.66,170,28.08,0,16.21,1
HFLGX,28.69,54.6,51,26.15,0,-5.8900000000000015,0
WWSMX,7.38,39.43,65,20.32,0,-4.500000000000001,0
USCAX,3.43,36.23,617,8.43,0,2.1399999999999992,1
PBSRX,23.59,34.66,28,45.6,0,10.77,1
LSIFX,14.03,43.08,54,54.69,0,-2.200000000000001,0
RWMEX,20.76,46.39,182,30.64,0,-3.240000000000001,0
EBCVX,6.25,43.82,152,11.35,1,-6.2200000000000015,0
ANOAX,-1.98,41.98,143,13.37,0,12.43,1
NBRVX,3.18,50.65,52,31.29,1,-13.22,0
HWCIX,6.53,49.24,72,34.66,0,-9.15,0
WIAEX,0.41,38.11,66,30.7,1,18.53,1
JMVIX,17.4,42.24,64,27.94,0,-8.71,0
FVCSX,4.92,57.97,86,18.73,0,-7.160000000000001,0
AFNIX,31.58,52.43,48,35.85,0,-3.370000000000001,0
BRUEX,17.68,46.17,131,20.55,0,-9.4,0
HFMSX,7.54,40.51,100,19.31,0,2.379999999999999,1
CVLFX,18.45,45.19,36,37.78,0,-8.59,0
NEFJX,7.06,42.78,54,31.14,0,-6.65,0
WFGDX,-3.06,34.62,95,25.22,0,14.829999999999998,1
FFTYX,19.55,38.32,49,26.09,0,8.55,1
KSOCX,26.62,27.96,38,84.32,0,-4.82,0
TSCPX,-1.77,32.66,109,15.82,0,7.349999999999998,1
BUFTX,4.81,41.99,94,16.79,0,5.479999999999999,1
GSVSX,16.01,45.96,85,23.48,0,-7.57,0
WECCX,24.25,45.5,39,47.94,0,8.0,1
KMVAX,13.28,46.06,39,39.85,0,-10.8,0
NBMTX,6.77,40.72,92,17.59,1,7.289999999999999,1
NLACX,31.15,47.92,92,30.52,0,-5.870000000000001,0
MPGSX,40.8,41.38,73,42.68,0,5.329999999999998,1
HBGIX,26.24,44.66,84,31.27,0,2.16,1
RCSIX,10.4,33.98,77,33.42,0,-9.42,0
LVPIX,16.78,46.72,388,20.77,0,-8.850000000000003,0
UGLSX,18.51,41.1,30,43.85,0,9.34,1
LGLAX,15.94,37.03,79,33.77,0,19.67,1
PCLCX,21.17,40.83,92,37.27,0,7.440000000000001,1
SLCVX,16.1,40.67,24,44.77,0,-2.99,0
BWLCX,16.57,45.66,104,15.96,0,-12.39,0
BLCRX,19.13,46.64,81,23.54,0,-7.850000000000001,0
PFEAX,0.26,42.66,101,15.43,0,-10.75,0
VSMPX,22.61,44.62,3634,22.34,0,2.75,1
BRGAX,24.47,45.05,1025,23.99,0,2.03,1
TDFCX,26.27,44.63,40,32.97,0,-14.010000000000002,0
RHJMX,9.71,34.56,58,22.97,0,-4.170000000000001,0
JGSMX,-5.18,32.5,127,15.75,0,16.6,1
LAMPX,30.34,49.18,57,29.38,1,-2.4400000000000013,0
AZSYX,6.9,27.11,194,13.93,0,-3.5800000000000014,0
FBLEX,9.92,48.91,127,18.24,0,-5.530000000000001,0
LMPFX,14.03,43.08,54,54.69,0,-3.03,0
JDVWX,13.45,43.73,92,26.16,0,-8.32,0
TRUZX,-0.48,36.88,168,23.7,1,18.95,1
JUEQX,27.73,46.67,57,40.08,0,3.43,1
WFDEX,18.74,40.33,10,100.0,0,-4.040000000000001,0
PYCGX,12.51,46.0,89,22.88,0,-10.32,0
VGIFX,18.64,46.29,96,21.31,0,-5.23,0
ACIIX,23.7,43.44,105,31.07,0,-5.840000000000002,0
SUSSX,27.35,44.96,106,31.82,0,3.18,1
CRIEX,3.91,43.57,43,32.97,0,-5.790000000000001,0
SVAAX,18.86,50.79,42,41.9,0,-11.08,0
CASTX,10.71,33.72,29,40.69,0,-9.88,0
WWNPX,22.89,28.61,52,63.01,0,-3.86,0
GCSCX,3.39,37.57,419,7.52,0,-5.87,0
TINRX,22.94,44.54,2953,22.34,0,2.03,1
BMSSX,13.58,40.47,146,16.5,0,-4.550000000000002,0
HICGX,17.08,49.02,54,31.74,0,-6.750000000000001,0
GCSAX,3.39,37.57,419,7.52,0,-4.32,0
FIMPX,-0.77,37.76,89,16.92,0,11.28,1
JIGAX,35.45,46.87,89,43.29,0,3.28,1
DVLCX,1.69,42.66,63,23.9,0,-7.250000000000001,0
SVFKX,25.89,53.57,30,52.88,0,-3.0,0
ACMYX,2.21,48.49,124,18.37,0,-11.17,0
SGGIX,29.23,41.77,49,49.02,0,11.0,1
VADAX,16.81,47.17,510,3.55,0,-2.3400000000000007,0
PTMAX,28.33,44.07,200,28.64,0,-2.4800000000000013,0
ZVNIX,3.94,39.47,36,50.07,0,34.540000000000006,1
WPCSX,29.22,47.96,21,63.01,0,3.77,1
MAPPX,7.24,35.97,43,53.17,0,16.72,1
MEFFX,10.76,45.21,209,17.04,1,3.219999999999999,1
GTTRX,5.45,39.66,428,8.51,0,-7.98,0
BUIEX,26.52,43.41,55,41.78,0,5.169999999999998,1
CSSAX,5.3,35.71,76,22.87,0,5.6599999999999975,1
VSSCX,0.93,40.87,519,8.45,0,-2.8500000000000005,0
MRSNX,7.29,35.91,175,10.68,0,-9.47,0
AASRX,5.65,39.08,640,11.91,0,-7.6400000000000015,0
HTSCX,2.79,40.27,63,19.35,0,-8.13,0
MMGFX,15.71,45.27,47,47.71,0,11.619999999999996,1
BAFMX,12.59,42.34,63,28.8,0,8.329999999999998,1
VYSDX,4.07,41.19,159,12.06,0,-5.620000000000001,0
PMVQX,2.55,41.96,190,10.63,0,-14.04,0
ECVLX,20.67,46.53,78,29.38,0,-8.290000000000001,0
PICMX,11.84,40.67,53,33.23,0,20.26,1
VCSVX,-1.44,42.15,641,7.75,0,-8.170000000000002,0
WPVIX,16.32,41.0,33,42.1,0,-5.15,0
BLUEX,16.15,34.6,34,36.24,0,6.209999999999997,1
GFVUX,15.46,46.84,37,36.77,0,-4.040000000000001,0
ALCFX,26.95,40.52,51,52.98,0,9.86,1
VHDRX,23.9,46.09,195,14.05,0,-4.66,0
TVIRX,18.41,42.37,37,47.28,0,-3.910000000000001,0
IRGVX,15.59,41.47,351,11.72,0,6.399999999999999,1
DGAGX,32.56,40.73,50,45.44,0,2.6599999999999984,1
RWMCX,20.76,46.39,182,30.64,0,-3.8800000000000012,0
IJSTX,6.42,41.64,612,9.19,0,-2.0100000000000016,0
DFTVX,1.9,38.76,1395,6.32,0,-7.6400000000000015,0
LSRCX,8.29,41.39,75,20.79,0,-10.55,0
JSVPX,-1.66,41.18,474,8.28,0,-7.500000000000001,0
BLGRX,33.67,40.25,65,44.02,0,5.26,1
OVEAX,10.91,46.91,41,35.51,0,-7.82,0
BRWVX,34.1,43.04,100,43.99,0,5.73,1
PPUNX,24.37,39.91,499,35.21,1,7.960000000000001,1
DTMEX,25.36,44.81,1953,24.61,0,2.099999999999998,1
OTCHX,13.35,39.89,107,23.0,0,8.629999999999999,1
IJMAX,9.8,44.52,110,15.62,0,-8.71,0
OSTFX,17.36,41.99,39,38.37,0,2.17,1
NECOX,13.86,49.15,53,31.65,0,-7.52,0
HQIVX,19.35,46.06,70,27.81,0,-5.620000000000001,0
PPNNX,-2.11,34.18,1242,11.43,1,9.069999999999997,1
QISCX,-0.01,40.72,299,13.11,0,-3.95,0
FGRCX,21.38,46.48,81,38.76,0,-3.49,0
TQVIX,14.59,49.64,162,18.31,0,-8.420000000000002,0
MNDJX,-1.95,38.99,121,18.02,0,14.939999999999998,1
ABCYX,30.55,45.8,33,43.08,0,-2.3400000000000016,0
AGIRX,8.28,32.57,110,21.33,0,11.889999999999995,1
HRTVX,2.27,29.63,119,24.87,0,-4.800000000000002,0
JSCGX,-13.6,30.83,41,49.67,0,20.21,1
CMCRX,19.74,46.82,133,12.59,1,-7.65,0
DGIGX,32.56,40.73,50,45.44,0,3.169999999999998,1
DSCIX,9.62,39.87,58,21.21,0,-5.240000000000001,0
HSLFX,-1.72,36.8,174,11.02,0,4.67,1
ANORX,-1.98,41.98,143,13.37,0,11.86,1
ARRZX,15.79,40.75,21,61.73,0,-4.670000000000001,0
HWSAX,2.38,39.9,64,38.2,0,-10.3,0
HNMGX,4.06,41.48,62,30.85,0,17.04,1
RSMMX,-8.33,43.24,41,38.97,0,8.79,1
TAMVX,5.41,41.93,97,23.29,0,-6.750000000000001,0
ASQAX,4.54,39.1,289,9.78,0,-5.1000000000000005,0
VSPRX,4.04,41.14,159,12.03,0,-4.760000000000002,0
PPNMX,-2.11,34.18,1242,11.43,0,9.479999999999997,1
FRCDX,30.39,49.61,36,50.1,0,-9.95,0
SIPIX,20.34,42.86,220,10.05,0,-7.150000000000001,0
MSSLX,-24.26,28.51,44,54.47,1,48.25,1
ANONX,-1.98,41.98,143,13.37,0,13.43,1
BCMSX,17.9,31.14,40,39.69,0,10.260000000000002,1
STVYX,26.45,45.5,174,22.66,0,-4.910000000000001,0
GMZPX,33.75,43.94,117,45.77,0,5.44,1
